1.000999999999999937e-04 -1.000999999999999980e-02 9.530000000000000236e-06
2.003899999999999974e-04 -1.001800000000000086e-02 1.819999999999999854e-05
3.008600000000000163e-04 -1.002600000000000019e-02 2.600000000000000179e-05
4.014999999999999472e-04 -1.003199999999999925e-02 3.310000000000000496e-05
5.023000000000000121e-04 -1.003800000000000005e-02 3.960000000000000033e-05
6.032500000000000535e-04 -1.004200000000000058e-02 4.539999999999999900e-05
7.043400000000000225e-04 -1.004599999999999937e-02 5.080000000000000151e-05
8.055700000000000274e-04 -1.004799999999999964e-02 5.570000000000000542e-05
9.069100000000000295e-04 -1.004999999999999991e-02 6.009999999999999717e-05
1.008400000000000008e-03 -1.004999999999999991e-02 6.420000000000000197e-05
1.109900000000000036e-03 -1.004899999999999891e-02 6.779999999999999460e-05
1.211599999999999960e-03 -1.004799999999999964e-02 7.109999999999999350e-05
1.313299999999999884e-03 -1.004500000000000011e-02 7.409999999999999866e-05
1.415100000000000082e-03 -1.004200000000000058e-02 7.679999999999999652e-05
1.516999999999999902e-03 -1.003700000000000078e-02 7.929999999999998953e-05
1.618899999999999940e-03 -1.003099999999999999e-02 8.149999999999998879e-05
1.720799999999999760e-03 -1.002499999999999919e-02 8.349999999999999675e-05
1.822799999999999854e-03 -1.001699999999999986e-02 8.529999999999999985e-05
1.924800000000000165e-03 -1.000799999999999954e-02 8.700000000000000051e-05
2.026800000000000043e-03 -9.998599999999999849e-03 8.870000000000000117e-05
2.128800000000000137e-03 -9.987899999999999209e-03 9.019999999999999698e-05
2.230800000000000231e-03 -9.976000000000000492e-03 9.150000000000000147e-05
2.332800000000000325e-03 -9.963200000000000181e-03 9.279999999999999241e-05
2.434800000000000419e-03 -9.949299999999999464e-03 9.399999999999999448e-05
2.536699999999999806e-03 -9.934399999999999481e-03 9.499999999999999168e-05
2.638500000000000220e-03 -9.918399999999999092e-03 9.600000000000000243e-05
2.740300000000000201e-03 -9.901500000000000579e-03 9.690000000000001076e-05
2.842000000000000342e-03 -9.883400000000000518e-03 9.770000000000000310e-05
2.943699999999999616e-03 -9.864399999999998864e-03 9.849999999999999544e-05
3.045199999999999643e-03 -9.844300000000000272e-03 9.919999999999999890e-05
3.146599999999999831e-03 -9.823200000000000681e-03 9.979999999999999993e-05
3.247899999999999746e-03 -9.801000000000000684e-03 1.004500000000000022e-04
3.349099999999999820e-03 -9.777799999999999686e-03 1.010399999999999948e-04
3.450199999999999621e-03 -9.753599999999999423e-03 1.016000000000000030e-04
3.551099999999999743e-03 -9.728299999999998754e-03 1.021399999999999945e-04
3.651900000000000025e-03 -9.701999999999998819e-03 1.026500000000000014e-04
3.752399999999999920e-03 -9.674700000000001354e-03 1.031299999999999968e-04
3.852900000000000248e-03 -9.646300000000000013e-03 1.035799999999999942e-04
3.953100000000000190e-03 -9.616899999999999407e-03 1.040199999999999968e-04
4.053099999999999585e-03 -9.586499999999999536e-03 1.044300000000000013e-04
4.152899999999999300e-03 -9.554999999999999258e-03 1.048099999999999943e-04
4.252500000000000203e-03 -9.522499999999999715e-03 1.051800000000000060e-04
4.351899999999999692e-03 -9.489000000000000906e-03 1.055300000000000010e-04
4.451000000000000095e-03 -9.454499999999999363e-03 1.058600000000000063e-04
4.549800000000000545e-03 -9.418899999999999148e-03 1.061800000000000032e-04
4.648499999999999854e-03 -9.382299999999999668e-03 1.064900000000000053e-04
4.746800000000000672e-03 -9.344700000000000922e-03 1.067899999999999991e-04
4.844799999999999801e-03 -9.306100000000001177e-03 1.070799999999999980e-04
4.942600000000000118e-03 -9.266399999999999290e-03 1.073600000000000021e-04
5.040000000000000209e-03 -9.225699999999999873e-03 1.076400000000000062e-04
5.137199999999999753e-03 -9.184100000000000597e-03 1.079199999999999967e-04
5.233999999999999937e-03 -9.141400000000000914e-03 1.081900000000000060e-04
5.330500000000000169e-03 -9.097700000000000231e-03 1.084199999999999953e-04
5.426600000000000174e-03 -9.052899999999999142e-03 1.086400000000000034e-04
5.522399999999999358e-03 -9.007199999999999929e-03 1.088500000000000031e-04
5.617800000000000051e-03 -8.960499999999999715e-03 1.090499999999999944e-04
5.712799999999999649e-03 -8.912799999999998501e-03 1.092499999999999992e-04
5.807500000000000162e-03 -8.864099999999999757e-03 1.094500000000000041e-04
5.901699999999999308e-03 -8.814399999999998278e-03 1.096499999999999954e-04
5.995600000000000235e-03 -8.763699999999999268e-03 1.098599999999999951e-04
6.088999999999999795e-03 -8.712000000000000993e-03 1.100800000000000032e-04
6.181999999999999995e-03 -8.659299999999998249e-03 1.103200000000000009e-04
6.274499999999999696e-03 -8.605700000000000849e-03 1.105699999999999934e-04
6.366600000000000037e-03 -8.551000000000001308e-03 1.108299999999999943e-04
6.458300000000000152e-03 -8.495400000000000174e-03 1.111000000000000035e-04
6.549400000000000360e-03 -8.438899999999999180e-03 1.113900000000000025e-04
6.640100000000001210e-03 -8.381299999999999514e-03 1.116899999999999962e-04
6.730299999999999824e-03 -8.322799999999999990e-03 1.120000000000000119e-04
6.820100000000000814e-03 -8.263400000000000606e-03 1.123199999999999953e-04
6.909199999999999890e-03 -8.202899999999999081e-03 1.126500000000000006e-04
6.997899999999999607e-03 -8.141599999999998838e-03 1.129699999999999975e-04
7.086100000000000558e-03 -8.079300000000001064e-03 1.132899999999999944e-04
7.173699999999999868e-03 -8.015999999999998821e-03 1.135999999999999966e-04
7.260700000000000140e-03 -7.951800000000000188e-03 1.139000000000000038e-04
7.347199999999999044e-03 -7.886699999999999960e-03 1.141799999999999944e-04
7.433199999999999183e-03 -7.820699999999999874e-03 1.144399999999999953e-04
7.518500000000000009e-03 -7.753699999999998788e-03 1.146600000000000033e-04
7.603300000000000336e-03 -7.685800000000000444e-03 1.148400000000000050e-04
7.687399999999999615e-03 -7.617000000000000506e-03 1.149899999999999951e-04
7.770999999999999262e-03 -7.547299999999999842e-03 1.151300000000000039e-04
7.853900000000000464e-03 -7.476699999999999319e-03 1.152600000000000044e-04
7.936199999999999158e-03 -7.405199999999998936e-03 1.153799999999999965e-04
8.017899999999999680e-03 -7.332700000000000155e-03 1.155099999999999969e-04
8.098899999999999155e-03 -7.259499999999999460e-03 1.156500000000000057e-04
8.179300000000000459e-03 -7.185300000000001235e-03 1.157999999999999958e-04
8.259000000000000716e-03 -7.110200000000000548e-03 1.159700000000000027e-04
8.337999999999999926e-03 -7.034300000000000275e-03 1.161599999999999991e-04
8.416299999999999823e-03 -6.957600000000000416e-03 1.163699999999999988e-04
8.493999999999999814e-03 -6.879899999999999557e-03 1.166099999999999965e-04
8.570900000000001087e-03 -6.801399999999999980e-03 1.168699999999999974e-04
8.647099999999999578e-03 -6.722099999999999950e-03 1.171500000000000015e-04
8.722600000000000492e-03 -6.641900000000000061e-03 1.174600000000000036e-04
8.797399999999998624e-03 -6.560899999999999718e-03 1.177800000000000006e-04
8.871399999999999772e-03 -6.479099999999999790e-03 1.181200000000000007e-04
8.944699999999999873e-03 -6.396500000000000276e-03 1.184699999999999957e-04
9.017200000000001256e-03 -6.313000000000000035e-03 1.188399999999999938e-04
9.088999999999999857e-03 -6.228800000000000482e-03 1.191999999999999971e-04
9.159999999999999740e-03 -6.143699999999999335e-03 1.195500000000000057e-04
9.230200000000000904e-03 -6.057800000000000337e-03 1.198900000000000058e-04
9.299600000000001615e-03 -5.971199999999999425e-03 1.202100000000000027e-04
9.368200000000000138e-03 -5.883799999999999794e-03 1.205000000000000016e-04
9.435999999999999943e-03 -5.795600000000000578e-03 1.207399999999999993e-04
9.502999999999999295e-03 -5.706700000000000314e-03 1.209400000000000042e-04
9.569100000000000522e-03 -5.617000000000000465e-03 1.211099999999999975e-04
9.634500000000000702e-03 -5.526500000000000162e-03 1.212600000000000011e-04
9.698899999999998148e-03 -5.435300000000000548e-03 1.214100000000000048e-04
9.762599999999999750e-03 -5.343399999999999886e-03 1.215599999999999949e-04
9.825299999999998618e-03 -5.250799999999999912e-03 1.217199999999999933e-04
9.887200000000002237e-03 -5.157399999999999485e-03 1.218800000000000054e-04
9.948200000000000792e-03 -5.063300000000000613e-03 1.220599999999999935e-04
1.000799999999999954e-02 -4.968600000000000967e-03 1.222499999999999900e-04
1.006800000000000056e-02 -4.873100000000000001e-03 1.224599999999999897e-04
1.012600000000000132e-02 -4.776999999999999996e-03 1.226800000000000113e-04
1.018299999999999934e-02 -4.680100000000000406e-03 1.229299999999999902e-04
1.024000000000000084e-02 -4.582699999999999448e-03 1.231899999999999911e-04
1.029599999999999960e-02 -4.484499999999999771e-03 1.234800000000000036e-04
1.034999999999999983e-02 -4.385700000000000189e-03 1.237699999999999890e-04
1.040400000000000005e-02 -4.286299999999999832e-03 1.240799999999999911e-04
1.045699999999999928e-02 -4.186199999999999297e-03 1.243999999999999880e-04
1.050900000000000098e-02 -4.085499999999999722e-03 1.247300000000000069e-04
1.055900000000000068e-02 -3.984200000000000241e-03 1.250500000000000038e-04
1.060900000000000037e-02 -3.882299999999999987e-03 1.253700000000000008e-04
1.065799999999999907e-02 -3.779800000000000260e-03 1.256800000000000029e-04
1.070600000000000024e-02 -3.676699999999999760e-03 1.259699999999999882e-04
1.075300000000000041e-02 -3.572999999999999787e-03 1.262199999999999943e-04
1.079899999999999957e-02 -3.468800000000000182e-03 1.264500000000000107e-04
1.084399999999999947e-02 -3.364000000000000237e-03 1.266499999999999885e-04
1.088800000000000011e-02 -3.258599999999999951e-03 1.268300000000000037e-04
1.093099999999999974e-02 -3.152699999999999600e-03 1.270099999999999918e-04
1.097300000000000011e-02 -3.046300000000000049e-03 1.271900000000000070e-04
1.101399999999999949e-02 -2.939399999999999999e-03 1.273600000000000003e-04
1.105400000000000132e-02 -2.831900000000000476e-03 1.275500000000000104e-04
1.109300000000000043e-02 -2.723999999999999859e-03 1.277499999999999881e-04
1.113100000000000027e-02 -2.615500000000000203e-03 1.279599999999999878e-04
1.116699999999999984e-02 -2.506599999999999887e-03 1.281900000000000042e-04
1.120299999999999942e-02 -2.397199999999999939e-03 1.284299999999999884e-04
1.123799999999999973e-02 -2.287299999999999923e-03 1.286899999999999893e-04
1.127099999999999977e-02 -2.177000000000000116e-03 1.289700000000000069e-04
1.130399999999999981e-02 -2.066199999999999808e-03 1.292699999999999871e-04
1.133499999999999959e-02 -1.955099999999999980e-03 1.295799999999999892e-04
1.136599999999999937e-02 -1.843400000000000030e-03 1.299000000000000133e-04
1.139500000000000061e-02 -1.731399999999999910e-03 1.302300000000000050e-04
1.142300000000000086e-02 -1.619000000000000213e-03 1.305699999999999916e-04
1.145000000000000011e-02 -1.506200000000000074e-03 1.309000000000000105e-04
1.147600000000000009e-02 -1.392999999999999924e-03 1.312300000000000022e-04
1.150100000000000081e-02 -1.279500000000000038e-03 1.315499999999999992e-04
1.152500000000000052e-02 -1.165599999999999926e-03 1.318400000000000117e-04
1.154699999999999997e-02 -1.051300000000000021e-03 1.321100000000000074e-04
1.156899999999999942e-02 -9.367400000000000336e-04 1.323499999999999915e-04
1.158900000000000034e-02 -8.218299999999999564e-04 1.325599999999999912e-04
1.160800000000000026e-02 -7.066099999999999855e-04 1.327599999999999961e-04
1.162600000000000092e-02 -5.910800000000000125e-04 1.329500000000000061e-04
1.164300000000000057e-02 -4.752700000000000219e-04 1.331299999999999942e-04
