9.700000000000000289e-02 8.400000000000001216e-03 0.000000000000000000e+00
9.434200000000000919e-02 1.652280000000000415e-02 2.444400000000000686e-06
9.200742400000000432e-02 2.439795890817125085e-02 7.101226792800002791e-06
8.997914004724513748e-02 3.205338668734998564e-02 1.377879702845367246e-05
8.824136744644828223e-02 3.951547057184360418e-02 2.232097516141474570e-05
8.677959054021014418e-02 4.680919311672961797e-02 3.260310483577151942e-05
8.558047861750572860e-02 5.395824265490481442e-02 4.452852783364760357e-05
8.463181153862769923e-02 6.098511669849240868e-02 5.802561630627722648e-05
8.392241069342364079e-02 6.791121878520259281e-02 7.304525408509109107e-05
8.344207493617701588e-02 7.475694923669312653e-02 8.955871163315851416e-05
8.318152116519249295e-02 8.154179026472772873e-02 1.075558668207176309e-04
8.313232923817855113e-02 8.828438583182787736e-02 1.270437303444113010e-04
8.328689093598802551e-02 9.500261664601573897e-02 1.480452403903417162e-04
8.363836270728886024e-02 1.017136706440173177e-01 1.705982961809095731e-04
8.418062194539070731e-02 1.084341092938110040e-01 1.947550044443044229e-04
8.490822656584331996e-02 1.151799300255501868e-01 2.205811166900924246e-04
8.581637766963452763e-02 1.219666250795500839e-01 2.481556385399138814e-04
8.690088509193200084e-02 1.288092370411067500e-01 2.775705953143467420e-04
8.815813565040724054e-02 1.357224113143145061e-01 3.089309406724979152e-04
8.958506392032446197e-02 1.427204457706784391e-01 3.423545973894610416e-04
9.117912537583508503e-02 1.498173377930981931e-01 3.779726213816556220e-04
9.293827174835297966e-02 1.570268289216499580e-01 4.159294818889345668e-04
9.486092846355188846e-02 1.643624472944450188e-01 4.563834523281303933e-04
9.694597402847868195e-02 1.718375480646259779e-01 4.995071077741834037e-04
9.919272124956310388e-02 1.794653519632150029e-01 5.454879263273620287e-04
1.016009001709726606e-01 1.872589821669931875e-01 5.945289928104689108e-04
1.041706426308532801e-01 1.952314996208113773e-01 6.468498043277850530e-04
1.069024683405520176e-01 2.033959369546612106e-01 7.026871782250180935e-04
