-9.596462963047946992e-02 9.781842712469535073e-02 3.875124284061564062e-01 -2.537200244371429214e-03 2.636468312407085346e-01 3.193151245800263105e-02 -8.754863952275582228e-02 2.870963736919884823e-02 -4.471626098341043853e-01 -2.419732440223897330e-01 5.641866333210110440e-02 1.376769484774387209e-03 3.221807687051825297e-02 4.821522838901226571e-02 8.707444887571025305e-03 -9.660478350962065086e-03 1.352107870723606720e-01 2.061144474788445535e-01 -8.946489860605943978e-02 4.125032884953894197e-02 7.743445034006324335e-02 -2.016749725407431804e-01 2.406922805655369313e-01 2.365582857603909517e-03 -8.550468167985847412e-02 1.737299079506502419e-01 -2.559864364435308071e-01 -8.176420874761003432e-03 -3.360214663315930217e-03 -9.846522710389049582e-02 1.073123268016704657e-01 8.344738658985839663e-02 1.371320221988696630e-01 -2.584135299792168494e-01 2.329427231890068839e-01 1.313992908566488094e-01 -4.461240536670119106e-02 -8.297716510985209126e-02 6.346310253789155809e-02 -1.239958163210213016e-01 2.960101800454162380e-02 -1.819422015300973250e-01 -7.110176184409577882e-02 9.915646780444742348e-02 1.471970874821750819e-01 1.592136137709774246e-01 2.533340448520788879e-01 -5.174368321253941527e-02 1.297122311774783210e-01 1.107625415057382767e-01 -7.578968290798759888e-02 1.697591884234657122e-01 -5.070266963988157016e-02 2.575320510388401374e-02 1.445192038036613447e-02 -4.672115214923866500e-02 -3.113900036355592427e-01 -1.370765883784755834e-01 7.840728193380064326e-02 6.729338518678584791e-02 3.203353155100674421e-02 1.709527642780388490e-01 -1.311555754459253764e-01 1.918807784678686623e-01
-1.301737597043921557e-01 1.612012163996847658e-01 3.579695775049231976e-01 2.960582513456211373e-03 2.453261238344004447e-01 1.085153122029032247e-01 -1.483024822357648098e-02 5.514517857659440025e-03 -4.350873332253395454e-01 -2.597237232158544629e-01 1.036509287308984284e-01 -1.152499940831042125e-02 -5.589683790903843263e-02 1.046228662192854042e-01 2.142977865021045147e-03 8.453510974730793492e-04 4.938411887746396722e-02 2.327803454527224147e-01 -1.158383712539264865e-01 -4.855347140143684292e-02 1.117463052053280226e-01 -2.076423782400296236e-01 2.711017900980512429e-01 -5.161272882914014204e-03 -1.303568828186331130e-01 1.693461684340686890e-01 -2.317533592464534609e-01 -1.179850598553866536e-02 -8.489556599585945662e-03 -9.543869591739917446e-02 1.338004548798408244e-01 5.843322242260207133e-02 1.478088125595562463e-01 -2.745134527787183032e-01 1.622517016934288403e-01 5.551144246021766371e-02 -8.445125886998117171e-02 -6.140588642659117191e-02 7.609588246458742766e-02 -1.569704984786362001e-01 -3.192164217078485855e-02 -1.613319120950502672e-01 -6.013168501200127913e-02 1.472333580272524589e-01 1.663739716595475926e-01 9.278869283483648367e-02 2.929374655883842937e-01 -8.292606243538314104e-02 1.460070978422498555e-01 1.067269597544884263e-01 -4.888320498995890606e-02 1.717000804249764201e-01 -1.308043818527808710e-01 7.810256052973274521e-02 2.371766130060715128e-02 -5.926960941349956880e-02 -3.169076250652063109e-01 -1.577445602299073490e-01 1.919594615060453702e-01 3.890112169506010353e-02 6.405762363713041196e-02 1.321544905782754409e-01 -1.349465832557386058e-01 1.400263547808302533e-01
-1.640853714506782524e-01 2.262557216169656105e-01 3.156106640173861333e-01 8.909693329439694054e-03 2.184091416944118347e-01 1.895163404976087929e-01 6.535822245679745457e-02 -2.008513283785484660e-02 -4.097480998711999778e-01 -2.719787846821041244e-01 1.525868077638894427e-01 -2.535868350257319825e-02 -1.510105350444372885e-01 1.635976503471308074e-01 -5.118177981456528691e-03 1.234736691361248972e-02 -4.614520740171512703e-02 2.555649580948438082e-01 -1.415522202594563517e-01 -1.457240609906729212e-01 1.462827557168060455e-01 -2.084181677213379213e-01 2.969283326165421677e-01 -1.327522536129177588e-02 -1.759394731519505761e-01 1.598304858179560028e-01 -1.987273700991709635e-01 -1.544423598053490387e-02 -1.388079732543912037e-02 -8.946597870089156856e-02 1.591408930812863165e-01 2.936725711944809802e-02 1.554139733912780486e-01 -2.845467216695314328e-01 8.019024384645723202e-02 -2.928471107024077646e-02 -1.258097245428201338e-01 -3.603434263123383996e-02 8.783992361841130858e-02 -1.887831140067466329e-01 -9.852840816045593808e-02 -1.342374849311138707e-01 -4.642568880972419709e-02 1.958845965831499392e-01 1.827882667942501982e-01 1.733791160372866180e-02 3.282434062317742818e-01 -1.148302606381150781e-01 1.598256883814248575e-01 9.933353972754521699e-02 -1.800666775323345181e-02 1.690574664860335918e-01 -2.150452990052198476e-01 1.333622252663511087e-01 3.322356055219222171e-02 -7.138877173030444556e-02 -3.141532749122221135e-01 -1.760344860829543556e-01 3.111978724073842795e-01 6.672021180583076472e-03 9.740962933576602367e-02 8.591769370316160170e-02 -1.353550994707513055e-01 7.924742716288002420e-02
-1.994918892652336462e-01 2.964617356656216174e-01 2.579539711520353329e-01 1.563384757853247820e-02 1.813105497106710651e-01 2.793103805470742440e-01 1.574056833403563171e-01 -4.949080986209508648e-02 -3.695572841278126353e-01 -2.792869804204795026e-01 2.058521145474494496e-01 -4.087486524398775689e-02 -2.582945433452311645e-01 2.283135293774571917e-01 -1.347381654576507160e-02 2.547371610640492001e-02 -1.566205382217441544e-01 2.756048042086769456e-01 -1.679575799027701599e-01 -2.555487951339741048e-01 1.828789663793968234e-01 -2.039478863759336402e-01 3.194567829004757442e-01 -2.241726370434082849e-02 -2.246825660652701506e-01 1.445838780863650808e-01 -1.549956304646987748e-01 -1.930733295887687717e-02 -1.982458779321127906e-02 -8.017617472763416409e-02 1.846559924752029236e-01 -5.366107638918538036e-03 1.602941568233433589e-01 -2.889335779532630211e-01 -1.780167289290346400e-02 -1.276488472003973751e-01 -1.709084947750744155e-01 -5.447434788917293602e-03 9.930150044579222346e-02 -2.210988866509683293e-01 -1.738441963720802619e-01 -9.910306465099605333e-02 -2.920674623361474431e-02 2.477001153743734196e-01 1.972593514041340867e-01 -7.130510532730827133e-02 3.610445698750637256e-01 -1.491610419860082137e-01 1.718550354803130009e-01 8.812847977965865276e-02 1.855001377789156081e-02 1.616068536311061621e-01 -3.079678556631860742e-01 1.945155004244314423e-01 4.347801690431341015e-02 -8.371326045727389698e-02 -3.028286264676430806e-01 -1.928722653056480496e-01 4.425489047654316277e-01 -3.117325777884938365e-02 1.338822307026650282e-01 2.965406992854680013e-02 -1.323405061447190390e-01 6.157348397560324926e-03
-2.368854831636728608e-01 3.730249698236745015e-01 1.828465545374018397e-01 2.327811597667039933e-02 1.326095032898324533e-01 3.796711276629347598e-01 2.634292814320022824e-01 -8.338070306609268734e-02 -3.125741287417237446e-01 -2.811977422832407925e-01 2.644058518928327217e-01 -5.839716930273775031e-02 -3.800429265635190124e-01 2.999861968125221434e-01 -2.311801148738679146e-02 4.051929351983174499e-02 -2.846577674033072824e-01 2.928011771976626321e-01 -1.953770197336749392e-01 -3.803966180523011831e-01 2.220977130214312201e-01 -1.936380515700815153e-01 3.385538534398697674e-01 -3.278192862813855690e-02 -2.773795513959395054e-01 1.228599280504836244e-01 -9.901944722422073575e-02 -2.344719710605203122e-02 -2.643523679803905235e-02 -6.713285317430017773e-02 2.106055943729756574e-01 -4.669104952474378845e-02 1.622092549433113984e-01 -2.871223069307194953e-01 -1.343252222796366135e-01 -2.419374514198177062e-01 -2.205673835842748565e-01 3.119227749256614501e-02 1.105594155829516811e-01 -2.542765365997801119e-01 -2.594968466958270659e-01 -5.475140359307761884e-02 -7.942802387243208528e-03 3.035027804760075387e-01 2.097200273534822745e-01 -1.753653592847793652e-01 3.913882451946493202e-01 -1.864982807672506127e-01 1.820210072823653658e-01 7.260526219065033260e-02 6.172961329896775595e-02 1.487725771042969214e-01 -4.113636561453140050e-01 2.627603847043935570e-01 5.465673127968551093e-02 -9.638129460350675082e-02 -2.819260665267250277e-01 -2.082646927575181328e-01 5.885283464492063743e-01 -7.558296445604983926e-02 1.741484892610127844e-01 -3.822235296120291004e-02 -1.255146257595287640e-01 -8.122910994145915442e-02
-2.741251777169522175e-01 4.523367649654068678e-01 9.003112303752902612e-02 3.157883853882270664e-02 7.204196097034465396e-02 4.866245732994898265e-01 3.801833616826846285e-01 -1.207230498997640122e-01 -2.374004501207941376e-01 -2.757396477704094906e-01 3.256326487296028471e-01 -7.728636113339593106e-02 -5.119920812586722381e-01 3.755780244821933511e-01 -3.376136989391353982e-02 5.700181197680675993e-02 -4.265689240215342348e-01 3.048972336471846845e-01 -2.220906390777043216e-01 -5.159598846817339268e-01 2.618758543970793884e-01 -1.762871192498428607e-01 3.516206028549857532e-01 -4.400328801795960754e-02 -3.314038802723083821e-01 9.410002720245103092e-02 -3.086483883856594446e-02 -2.764602532093174414e-02 -3.344110744227613008e-02 -5.004652003163956309e-02 2.351841493171527020e-01 -9.372990643740086725e-02 1.600111431669957174e-01 -2.771504397760760074e-01 -2.668871888664836600e-01 -3.689426661839283472e-01 -2.725937312510849919e-01 7.317725492674931331e-02 1.206975614884644443e-01 -2.861113266892827411e-01 -3.525412894349104764e-01 -1.398837810795749981e-03 1.713574450662513904e-02 3.604436043961378733e-01 2.185518931964298694e-01 -2.922329093553456270e-01 4.161589688472484561e-01 -2.250504177230682190e-01 1.889276635460845899e-01 5.246980794208688792e-02 1.105255202819261928e-01 1.296974242634389984e-01 -5.209986598044261674e-01 3.353628386680798101e-01 6.623148388843502765e-02 -1.085559481016811212e-01 -2.497752856938633137e-01 -2.205640915439109895e-01 7.431047790238096695e-01 -1.254381186302505613e-01 2.164629962679809339e-01 -1.165361943576944670e-01 -1.141005475646474920e-01 -1.811771541694383592e-01
-3.048254471208816652e-01 5.228202637031047484e-01 -1.647312438457870787e-02 3.956688396188390300e-02 2.026210466341993310e-03 5.864569090023128428e-01 4.950209835607000119e-01 -1.574863243360535847e-01 -1.447610700231735104e-01 -2.589884490847105258e-01 3.809579101105826648e-01 -9.525360640877167384e-02 -6.385825379332819018e-01 4.449096290059577630e-01 -4.426477754478974624e-02 7.308463468797343765e-02 -5.675286637335827944e-01 3.064980569658641851e-01 -2.431263142831922019e-01 -6.464076490725942925e-01 2.958685124430056046e-01 -1.501933149405849655e-01 3.524867910972497853e-01 -5.475100881365169148e-02 -3.785115372286175228e-01 5.853108920775529356e-02 4.597466869837707470e-02 -3.123402167928546191e-02 -3.991980835049591114e-02 -2.914211133933519715e-02 2.533424200941907234e-01 -1.423018340138285653e-01 1.513661590584878258e-01 -2.553348430007064129e-01 -4.036631767732083986e-01 -4.955935952074308481e-01 -3.197646065577063323e-01 1.169371110899779520e-01 1.272687965307681690e-01 -3.103480383962351485e-01 -4.421363462981335868e-01 5.786965599088422785e-02 4.430505610121104887e-02 4.096620061700804172e-01 2.198784510069664577e-01 -4.106072556135816898e-01 4.275121524348952651e-01 -2.591104873752533289e-01 1.892663499018836237e-01 2.808731462355984476e-02 1.603962010058930243e-01 1.034967667270574321e-01 -6.224740982786268750e-01 4.029362182860456443e-01 7.650940523372162794e-02 -1.178582872169737783e-01 -2.044056830008302850e-01 -2.256611031678862345e-01 8.858457489542490570e-01 -1.759060875268630975e-01 2.550318343892643558e-01 -1.989347394295030158e-01 -9.700751246775851655e-02 -2.850799466927977921e-01
-3.184205903035082219e-01 5.647471397078085431e-01 -1.266468554061344065e-01 4.551006202733409722e-02 -7.117996728953523977e-02 6.551668071575516006e-01 5.849280096695608222e-01 -1.863281732322318307e-01 -3.930061212854629726e-02 -2.258273927859923980e-01 4.156489299012497973e-01 -1.082426444582560432e-01 -7.320679422092416511e-01 4.903498632441822824e-01 -5.254916236752127379e-02 8.544852866849317330e-02 -6.803136544776007266e-01 2.896175175632200727e-01 -2.503678860278990559e-01 -7.434457388320836468e-01 3.134424592994504710e-01 -1.138653797112528787e-01 3.320558521963765664e-01 -6.265570785127938525e-02 -4.047729472885824853e-01 1.786094778431102092e-02 1.233982431277751424e-01 -3.308870808862252044e-02 -4.426613020478020744e-02 -5.557856670766359031e-03 2.569621749862593951e-01 -1.843888182130432041e-01 1.331806055535538214e-01 -2.171086311295385984e-01 -5.219994436509346469e-01 -5.977968620361571173e-01 -3.496478004614462787e-01 1.555364554815354960e-01 1.264247219569936131e-01 -3.168621503005951690e-01 -5.088957342317810273e-01 1.162323570787935356e-01 6.998315348832973015e-02 4.362412069214434140e-01 2.079544834060493841e-01 -5.093152919541944490e-01 4.134866190827723997e-01 -2.789796480483511809e-01 1.781640955854948416e-01 9.364413997425824476e-04 2.027436573198941883e-01 6.988373134794967356e-02 -6.907190513028271805e-01 4.490817285878769827e-01 8.260675931870609112e-02 -1.204345582621209054e-01 -1.446760347594077123e-01 -2.173227691721458799e-01 9.812231460133407079e-01 -2.179382134463269116e-01 2.798542057708752751e-01 -2.729026415055367805e-01 -7.329391738931645417e-02 -3.762801811922563688e-01
-3.048888933334517048e-01 5.586561314647364718e-01 -2.265837382884116069e-01 4.759726004895181717e-02 -1.386921774452434253e-01 6.682766770781167764e-01 6.253463651197921358e-01 -1.994065102647911703e-01 7.007289505995140111e-02 -1.732019769679716825e-01 4.150194249156864412e-01 -1.120544057142813799e-01 -7.635152763322741176e-01 4.941455279141493406e-01 -5.638862995372995179e-02 9.057887733036684708e-02 -7.355830363323658805e-01 2.479097327305075371e-01 -2.362619694208580867e-01 -7.774926352440071353e-01 3.043357872418681609e-01 -6.761983966448348315e-02 2.831539932463227327e-01 -6.525021724391832922e-02 -3.965983520400854223e-01 -2.454926524009526378e-02 1.906897866063657077e-01 -3.212682578438297298e-02 -4.485428055497275857e-02 1.862550625327408227e-02 2.386521034405140185e-01 -2.109477866710373073e-01 1.035232893170652257e-01 -1.601360809350211856e-01 -5.963720910763016247e-01 -6.494770548112163144e-01 -3.498227089099856801e-01 1.810538984933509621e-01 1.147773942073420095e-01 -2.963452005777752474e-01 -5.325388138962768858e-01 1.649746063198358481e-01 8.981891728580704282e-02 4.256981793019869453e-01 1.782048140711001150e-01 -5.650396496692347004e-01 3.640683738808450087e-01 -2.751239768567009802e-01 1.517850765831159077e-01 -2.643757583889960738e-02 2.279966809900217939e-01 3.012420930208214997e-02 -7.003247360874045313e-01 4.571113865332230297e-01 8.168025954898028296e-02 -1.127372493102608564e-01 -7.227363095236127855e-02 -1.903774062627676678e-01 9.932903955815284291e-01 -2.415763472917895616e-01 2.809031857999300108e-01 -3.239500567365393158e-01 -4.319472423005599193e-02 -4.358206016030140573e-01
-2.626441177942520078e-01 4.999523893059931723e-01 -3.051759471085623288e-01 4.520174536868593052e-02 -1.931389347179411908e-01 6.184489250985480968e-01 6.068686914385899023e-01 -1.937044246124633995e-01 1.728411059127312743e-01 -1.042676250749291489e-01 3.753042953289269512e-01 -1.053128925019036766e-01 -7.230545833782799914e-01 4.514033927077114594e-01 -5.491730935043537265e-02 8.717842670782460779e-02 -7.215736873460555367e-01 1.828566183295812220e-01 -1.999061476482625332e-01 -7.383150034377383708e-01 2.665679111769412302e-01 -1.500852183081713420e-02 2.075879669923788029e-01 -6.169944062866539181e-02 -3.510733774643055582e-01 -6.464514364308371341e-02 2.400188883200691237e-01 -2.813934481069679805e-02 -4.121810195495401175e-02 4.105344647908504285e-02 1.978672855295993127e-01 -2.176386607003222284e-01 6.411800070001438812e-02 -8.808535180809673459e-02 -6.145755609259730967e-01 -6.399879967879751330e-01 -3.170520142974484479e-01 1.895186752338484659e-01 9.232121953661520664e-02 -2.479201821205424539e-01 -5.060271800289046773e-01 1.981772320823549371e-01 1.011946480322707398e-01 3.750643668890549787e-01 1.316738256491252201e-01 -5.675466755668512331e-01 2.803656403933583174e-01 -2.453578956204770511e-01 1.111127102374123155e-01 -5.132024461064965681e-02 2.317760785619999986e-01 -1.247015818465446735e-02 -6.439747443669481264e-01 4.220908117082113886e-01 7.306134559822785590e-02 -9.442298730009901497e-02 6.931402805161912539e-03 -1.455041546398438967e-01 9.118109595748522533e-01 -2.424620120637173137e-01 2.554972397309860366e-01 -3.444857161947927349e-01 -9.029176074835776333e-03 -4.543130643117984091e-01
