2.399999999999999467e+00 -3.575028272626014563e-16
2.366669555434330441e+00 -6.705731210292573685e-01
2.264329630518221226e+00 -1.387594263871499756e+00
2.086283878179460594e+00 -2.189933126830101884e+00
1.822893206971847979e+00 -3.094147361942995555e+00
1.465078583477734009e+00 -4.066692192427058927e+00
1.011134935045603811e+00 -4.988377348459906990e+00
4.761000827153566983e-01 -5.648513638206638099e+00
-1.024230555263129089e-01 -5.829652048117772267e+00
-6.712685233590215406e-01 -5.461755949252815157e+00
-1.180949726681355116e+00 -4.682326089855973095e+00
-1.601802450586824689e+00 -3.722824468028157252e+00
-1.925713328915947820e+00 -2.765767278218057346e+00
-2.157975128310147372e+00 -1.896812844188913605e+00
-2.308451426261352690e+00 -1.127894896796257207e+00
-2.386011033846341611e+00 -4.322031085116190274e-01
-2.395914374736921371e+00 2.329500063343997729e-01
-2.338864685176553770e+00 9.147265930891825825e-01
-2.210907904691156833e+00 1.657991042715010854e+00
-2.004075165686463045e+00 2.496042690778069950e+00
-1.708375485394435511e+00 3.431744303486250036e+00
-1.316355607058425914e+00 4.405235589306670363e+00
-8.311076869247060461e-01 5.262383648482331644e+00
-2.754144009006188609e-01 5.774793297627520694e+00
3.060387379639505911e-01 5.759862136074130667e+00
8.589471541683948441e-01 5.223421805252940864e+00
1.339612653015922916e+00 4.354674808556069365e+00
1.726460673341259966e+00 3.380214431720015789e+00
2.017203526915763323e+00 2.448911807185351730e+00
2.219600918562609326e+00 1.616349954407867218e+00
2.343622434172542235e+00 8.773477301072508672e-01
2.397057516775880082e+00 1.976312030042719770e-01
2.383621190428529157e+00 -4.679662886868537486e-01
2.302359939208332484e+00 -1.166549590567135475e+00
2.147787942853130350e+00 -1.940323535953645484e+00
1.910897602973085529e+00 -2.814742385148095050e+00
1.581896549375608974e+00 -3.774901694651200401e+00
1.155959790387004471e+00 -4.730255395526645756e+00
6.421824417919742567e-01 -5.493557535478320375e+00
7.145574274209449961e-02 -5.834174911808907460e+00
-5.060282530429041081e-01 -5.623950419682076429e+00
-1.037504648840896548e+00 -4.943874740216679164e+00
-1.486534498615969202e+00 -4.014838245803100669e+00
-1.839188941992260906e+00 -3.043812575559885492e+00
-2.097792041582533962e+00 -2.144761663799550799e+00
-2.271591420590778121e+00 -1.347659575819562638e+00
-2.370133556656854878e+00 -6.341931461560089689e-01
-2.399906585772657586e+00 3.518584023949105494e-02
-2.363012033077160456e+00 7.070856072767502942e-01
-2.256855143973373501e+00 1.427774281240257404e+00
-2.074535068331043508e+00 2.235403148488436020e+00
-1.806329630578228151e+00 3.144695557135693154e+00
-1.443347635467461476e+00 4.118427377115712495e+00
-9.845308471521693194e-01 5.032147443755541794e+00
-4.460451594690260091e-01 5.671688399542828662e+00
1.333620916926997468e-01 5.823525384080646461e+00
7.001825876950114047e-01 5.428771531094850999e+00
1.205683843151097223e+00 4.633904547695187226e+00
1.621431905146928365e+00 3.670779090843232062e+00
1.940269707323733384e+00 2.717057961977110025e+00
2.167932051002491978e+00 1.853592784756094014e+00
2.314338222154694868e+00 1.089450005691850354e+00
2.388211214145690597e+00 3.965269375124909623e-01
2.394583572544776828e+00 -2.683161414156282620e-01
2.333907996070424318e+00 -9.522812224495013078e-01
2.201993057249048924e+00 -1.699906016199997039e+00
1.990695775727961081e+00 -2.543463387408672727e+00
1.690016329273913209e+00 -3.483404283571945648e+00
1.292830891439293417e+00 -4.455489621221699004e+00
8.030639262526366728e-01 -5.300364414917232203e+00
2.447148543606727511e-01 -5.788187560570571044e+00
-3.365797517469315547e-01 -5.743412029943359975e+00
-8.865772176373101221e-01 -5.183516226126733351e+00
-1.362600482387833267e+00 -4.303837986607176092e+00
-1.744272623547932000e+00 -3.328829441419712598e+00
-2.030082405327533035e+00 -2.402073310909446757e+00
-2.228073543235667753e+00 -1.574978979778394406e+00
-2.348182159517004042e+00 -8.401382797116094814e-01
-2.398013231052587457e+00 -1.623525975803884747e-01
-2.381041203321937694e+00 5.038234653062804158e-01
-2.296062631707450397e+00 1.205419818505180096e+00
-2.137368945713013169e+00 1.984126959476957053e+00
-1.895821134219187298e+00 2.863977143797351133e+00
-1.561714085994685419e+00 3.826990438144723061e+00
-1.130716740967600442e+00 4.777657346773970914e+00
-6.129307139153924444e-01 5.524142428187497345e+00
-4.046868497590258573e-02 5.837088393414535226e+00
5.358223716783793167e-01 5.598026728065279123e+00
1.063636198228101959e+00 4.898676954511002712e+00
1.507714817643731608e+00 3.962890768156028365e+00
1.855217995099221362e+00 2.993700983796402593e+00
2.109061143376862457e+00 2.099888521885325599e+00
2.278641803686969336e+00 1.307965232068195149e+00
2.373404722422880919e+00 5.979389180879993715e-01
2.399626324039681791e+00 -7.037885599178703155e-02
2.359160268121734738e+00 -7.437373186108251488e-01
2.249166645407258081e+00 -1.468204454627624278e+00
2.062544026942073394e+00 -2.281171586101682802e+00
1.789497107186955871e+00 -3.195446666560072035e+00
1.421342354092382632e+00 -4.170017705236856997e+00
9.576963742769418753e-01 -5.075147490422288854e+00
4.158709272045468808e-01 -5.693448037311234167e+00
-1.642643544649356468e-01 -5.815802464638488267e+00
-7.289184457507567050e-01 -5.394638908733750959e+00
-1.230159618092818485e+00 -4.585025324119271772e+00
-1.640785134236950604e+00 -3.618785030149518356e+00
-1.954568164495251503e+00 -2.668619985509771642e+00
-2.177660247934043447e+00 -1.810660971506733885e+00
-2.320021425447472918e+00 -1.051209075444022423e+00
-2.390222174715701087e+00 -3.609307588235695641e-01
-2.393064839967802726e+00 3.037367270190143298e-01
-2.328751416865425750e+00 9.900178929697566188e-01
-2.192854912419417879e+00 1.742098425554110319e+00
-1.977063826088607756e+00 2.591170833630064951e+00
-1.671382555136514014e+00 3.535178787920921106e+00
-1.269040218157421185e+00 4.505405439368542986e+00
-7.748211800387811987e-01 5.337327053890292383e+00
-2.139483028435792134e-01 5.800028726325985318e+00
3.670294283198841101e-01 5.725462634066730061e+00
9.139929658514355237e-01 5.142704461591383946e+00
1.385317709238687245e+00 4.252755049698274448e+00
1.761812142767888556e+00 3.277603308271408888e+00
2.042713359242154247e+00 2.355529304381299038e+00
2.236327202493510136e+00 1.533874136990025949e+00
2.352544743731768140e+00 8.030918139053965232e-01
2.398781712043553505e+00 1.271070435156048950e-01
2.378270554939797776e+00 -5.397815931652429899e-01
2.289558344344121199e+00 -1.244511195371551082e+00
2.126716577613719128e+00 -2.028224914418176539e+00
1.880482561581839906e+00 -2.913464807039253923e+00
1.541255055197849000e+00 -3.879069495359718012e+00
1.105223472987960864e+00 -4.824496308405714196e+00
5.835198882256649178e-01 -5.553477618265066695e+00
9.470438249241389106e-03 -5.838388892017822407e+00
-5.654752917643510735e-01 -5.570771786303865269e+00
-1.089525990469684347e+00 -4.852821062743496228e+00
-1.528619108987810060e+00 -3.910874120535207776e+00
-1.870981575870453106e+00 -2.943821681127869017e+00
-2.120092766162275044e+00 -2.055313098600218602e+00
-2.285482042430744709e+00 -1.268506097418769851e+00
-2.376483702364650785e+00 -5.618036249937826687e-01
-2.399159157654123575e+00 1.055862205464862952e-01
-2.355113503598886382e+00 7.805349141358477461e-01
