9.400000000000000022e-02 1.680000000000000243e-02 0.000000000000000000e+00
8.936800000000000299e-02 3.249120000000000480e-02 9.475200000000002048e-06
8.595539200000000546e-02 4.731007171932196526e-02 2.674563816960000517e-05
8.363667278315932430e-02 6.146670335141515840e-02 5.071704251998100784e-05
8.230647461725466851e-02 7.514883870804929533e-02 8.075079317123230488e-05
8.187701646270234557e-02 8.852539353362112728e-02 1.165701963943339319e-04
8.227591908695747192e-02 1.017495226716340628e-01 1.581942438743416028e-04
8.344433530203806959e-02 1.149613018487522648e-01 2.058923489391595763e-04
8.533535329484091825e-02 1.282900792851009442e-01 2.601552878654895618e-04
8.791263685425651508e-02 1.418565449602632034e-01 3.216788786997451738e-04
9.114927134061691361e-02 1.557745590041860473e-01 3.913579141754960455e-04
9.502678860043106690e-02 1.701527752034523167e-01 4.702886128285130546e-04
9.953434779661234078e-02 1.850960908970044616e-01 5.597784258174675828e-04
1.046680523826358650e-01 2.007069504783701719e-01 6.613624831272029315e-04
1.104303862683799209e-01 2.170865262346446112e-01 7.768263170345425994e-04
1.168297546663557979e-01 2.343357972589430460e-01 9.082347896365054393e-04
1.238801172219110291e-01 2.525565446062512653e-01 1.057967395222164609e-03
1.316007028649714417e-01 2.718522786651451639e-01 1.228760323004509172e-03
1.400157974129818683e-01 2.923291128401365180e-01 1.423755863523100103e-03
1.491545963386111395e-01 3.140965960386013500e-01 1.646559932754778060e-03
1.590511163206105583e-01 3.372685150953637079e-01 1.901308679791517990e-03
1.697441602470957378e-01 3.619636771150461785e-01 2.192745343869127467e-03
1.812773312591727526e-01 3.883066807395658127e-01 2.526308740838287964e-03
1.936990922279963334e-01 4.164286845316305663e-01 2.908234993752332152e-03
2.070628677662143813e-01 4.464681799838745024e-01 3.345674382881148098e-03
2.214271864992739813e-01 4.785717760991012870e-01 3.846825483037990146e-03
2.368558618752636125e-01 5.128950020239226859e-01 4.421089086826889003e-03
2.534182102841831541e-01 5.496031338416269563e-01 5.079244787973006409e-03
2.711893056976297789e-01 5.888720513275773616e-01 5.833653526633779396e-03
2.902502704354266161e-01 6.308891302301162796e-01 6.698489886673227207e-03
3.106886020231079959e-01 6.758541754508805566e-01 7.690008492470829654e-03
3.325985364287743495e-01 7.239804003501290053e-01 8.826849490245182450e-03
3.560814482640556333e-01 7.754954572847319039e-01 1.013038882775868510e-02
3.812462888052962073e-01 8.306425243882332721e-01 1.162513987982740672e-02
4.082100629402724556e-01 8.896814535125774359e-01 1.333921392023142832e-02
4.370983463746107578e-01 9.528899841573440499e-01 1.530484803031870004e-02
4.680458446415747265e-01 1.020565028100741234e+00 1.755901027994622582e-02
5.011969956491246769e-01 1.093024029301135958e+00 2.014409343900146893e-02
5.367066176682453449e-01 1.170606403439711896e+00 2.310871010192562525e-02
5.747406048145333735e-01 1.253675061201513952e+00 2.650860396076031716e-02
6.154766721977522614e-01 1.342618019016707187e+00 3.040769407488328260e-02
6.591051530068895437e-01 1.437850100473678783e+00 3.487927139194799825e-02
7.058298498548969402e-01 1.539814730930948894e+00 4.000736951251888246e-02
7.558689427194600352e-01 1.648985826947289235e+00 4.588833480234268125e-02
8.094559557731297872e-01 1.765869780959813617e+00 5.263262448694933093e-02
8.668407852843308392e-01 1.891007540095786865e+00 6.036686536306442447e-02
